age,workclass,education,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
41, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States
20,, Some-college,10, Never-married,, Own-child, White, Male,40, United-States
47, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
71,, Some-college,10, Married-civ-spouse,, Husband, White, Male,20, United-States
41, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,40, Dominican-Republic
18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
23, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,30, United-States
57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
56, Self-emp-not-inc, 1st-4th,2, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,65, United-States
25, Self-emp-inc, Some-college,10, Never-married, Sales, Own-child, White, Female,35, United-States
64,, Assoc-voc,11, Married-civ-spouse,, Wife, White, Female,15, United-States
35, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States
61, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
36, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,55, United-States
18, Private, 12th,8, Never-married, Sales, Own-child, Black, Female,15, United-States
21, Private, Some-college,10, Married-spouse-absent, Sales, Own-child, Black, Female,20, United-States
43,, Assoc-acdm,12, Divorced,, Not-in-family, White, Female,35, United-States
32, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
52, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States
40, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States
35, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
22,, Some-college,10, Separated,, Unmarried, White, Female,25, United-States
42, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States
60,, 7th-8th,4, Widowed,, Unmarried, White, Female,20, United-States
34, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States
27, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
47, Self-emp-not-inc, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,65, United-States
65, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
61, Self-emp-inc, Masters,14, Widowed, Exec-managerial, Unmarried, White, Female,99, United-States
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,28, United-States
49,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,40, Puerto-Rico
48, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
26, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,75, United-States
30, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States
23, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,80, United-States
65, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,24, United-States
32, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,44, United-States
44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
48, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
24, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,45, United-States
58, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States
32, Local-gov, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,50, Germany
54, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States
35, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States
35, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States
24, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40, United-States
50, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
38, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, United-States
57, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
38, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,60, United-States
49, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States
25, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,16, United-States
56, Private, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,40, United-States
32, Private, 11th,7, Divorced, Other-service, Unmarried, White, Female,40, United-States
22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
23,, Some-college,10, Never-married,, Other-relative, White, Male,40, United-States
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
42, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,12, United-States
62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,48, United-States
24,, 9th,5, Never-married,, Own-child, White, Male,40, United-States
26, Local-gov, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,40, United-States
46, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,40, United-States
33, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Female,50, United-States
65,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,1, United-States
65, Without-pay, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,20, United-States
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
43, Local-gov, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
35, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
48, Private, HS-grad,9, Widowed, Handlers-cleaners, Other-relative, White, Female,48, United-States
55, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
56, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
59, Federal-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States
56, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
21, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,10, United-States
26, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
38, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,40, United-States
27, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
48, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
37, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States
27, State-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,38, United-States
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,25, United-States
26, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
21,, 10th,6, Never-married,, Own-child, Black, Male,40, United-States
51, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
28, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
39, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,40, Columbia
35, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,55, United-States
21,, Some-college,10, Never-married,, Not-in-family, White, Female,43, United-States
65, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
54, Local-gov, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States
39, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,35, United-States
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States
36, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,40, United-States
70,, Some-college,10, Married-civ-spouse,, Husband, White, Male,10, United-States
52, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
64, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
43, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
44, Private, Assoc-voc,11, Never-married, Priv-house-serv, Not-in-family, White, Male,25, United-States
47, Federal-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,40, United-States
32, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,30, United-States
33, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States
52, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, Cuba
49, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
31, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,18, United-States
62, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,6, United-States
44, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,55, United-States
28, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
68, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,40, United-States
40, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States
46, Private, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,50, United-States
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States
37, Self-emp-not-inc, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,15, United-States
62, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,70, United-States
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,40, United-States
44, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,68, United-States
41, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
36, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,40, United-States
26, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,45, United-States
48, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States
21, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,28, United-States
39, Private, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
38, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States
44, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
56, Private, 10th,6, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,30, Japan
25, Private, 9th,5, Never-married, Transport-moving, Other-relative, White, Male,40, United-States
32, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States
47, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
26, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,60, United-States
23, Private, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male,40, United-States
41, Federal-gov, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States
55, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,25, United-States
23, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,25, United-States
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States
42, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
29, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,15, United-States
48, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
36, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,40, United-States
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
46, Private, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Male,40, United-States
34, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
27, State-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,40, Germany
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,24, United-States
42, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
64,, Some-college,10, Married-civ-spouse,, Husband, White, Male,40, United-States
36, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
20,, 11th,7, Never-married,, Own-child, Black, Female,20, United-States
52, Self-emp-inc, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
53, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
36, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
27, Private, Bachelors,13, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,40, United-States
52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States
60, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
41, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States
64, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
25, Private, 1st-4th,2, Never-married, Other-service, Other-relative, White, Male,25, El-Salvador
63, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, South
54, Local-gov, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States
27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, Poland
63, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States
37, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,30, United-States
22, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,35, United-States
54, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
54, Private, 10th,6, Divorced, Other-service, Unmarried, White, Female,40, United-States
60, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States
19, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States
25, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States
51, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States
47, Federal-gov, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States
44, Self-emp-not-inc, 10th,6, Never-married, Craft-repair, Own-child, White, Male,50, United-States
18,, Some-college,10, Never-married,, Own-child, White, Female,30, United-States
57, Private, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,57, United-States
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,34, United-States
36, State-gov, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,20, United-States
33,, HS-grad,9, Married-civ-spouse,, Wife, White, Female,38, United-States
39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
49, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Other, Male,50, United-States
41, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, China
35, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,38, United-States
40, Self-emp-inc, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,40, United-States
30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States
25, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,37, United-States
25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,36, United-States
37, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States
53, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,60, United-States
34, Self-emp-not-inc, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,25, United-States
22, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,40,
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,20, United-States
52,, Masters,14, Married-civ-spouse,, Wife, White, Female,40, United-States
45, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,40, United-States
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,65, United-States
45, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
43, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States
41, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,75, United-States
25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
22, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,32, United-States
52, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,45, United-States
45, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, Puerto-Rico
32, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,70, United-States
26, Private, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,20, United-States
24, Private, Some-college,10, Divorced, Other-service, Not-in-family, Black, Male,40, United-States
37, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,40, United-States
49, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States
43, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States
37, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,20, United-States
48, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States
40,, Masters,14, Divorced,, Own-child, White, Female,55, United-States
26, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
35, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, Philippines
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,15, United-States
54, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Male,70, United-States
40, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States
51, Private, Some-college,10, Separated, Exec-managerial, Not-in-family, Black, Female,40, United-States
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,50, United-States
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,8, United-States
20, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,40, United-States
21, Private, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,40, United-States
21, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,44, United-States
36, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
65, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
37, Private, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,60, Iran
20, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States
41, State-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States
55, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
39, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States
41, Federal-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States
80, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,24, United-States
59, State-gov, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States
52, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
56, Self-emp-not-inc, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,50, United-States
69, Local-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female,20, United-States
49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
33, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
28, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
49, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
51, Local-gov, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,40, United-States
42, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,32, United-States
66, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,13, United-States
44, Private, Assoc-voc,11, Separated, Craft-repair, Other-relative, White, Male,48, United-States
26, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,40, United-States
43, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States
28, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States
25,, Bachelors,13, Never-married,, Own-child, White, Female,30, United-States
17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,8, United-States
52, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
34,, HS-grad,9, Separated,, Own-child, White, Female,8, United-States
24, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States
41,, Bachelors,13, Married-spouse-absent,, Not-in-family, White, Male,30, United-States
65, Private, Some-college,10, Widowed, Sales, Other-relative, White, Female,45, United-States
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,30, United-States
43, Private, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,45, Mexico
39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, England
48, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
50, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,25, United-States
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,40, United-States
33, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,36, Haiti
50, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
49, State-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,80, United-States
34, Private, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,45,
70, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
39, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States
44, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States
32, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,40, United-States
40, Private, 9th,5, Never-married, Craft-repair, Other-relative, Black, Male,49, United-States
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States
21,, Some-college,10, Never-married,, Own-child, White, Male,20, United-States
40, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,52, Japan
47, Private, 11th,7, Divorced, Craft-repair, Own-child, White, Male,8, United-States
19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States
22, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,16, United-States
20, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Female,16, United-States
46, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,25, United-States
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
17, Private, 10th,6, Never-married, Prof-specialty, Own-child, Other, Female,15, United-States
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States
28, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, United-States
20,, Some-college,10, Never-married,, Own-child, White, Male,25, United-States
24, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
44, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States
26, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States
47, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
58, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States
38, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,35, United-States
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
33, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,45, United-States
23,, Some-college,10, Never-married,, Own-child, White, Female,32, United-States
40, Private, 10th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States
47, Local-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States
41, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,40, United-States
